ID,Clan Tag,Clan Name
500157478,FD2F,Frère D'arme 2 France
500010184,FFC,Force Française Cooperation
500070762,FFDC,Fédération Francaise Des Chars
500155229,FIRE1,Fire-one
500002762,FLING,Tontons Flingueurs
500065769,FOXYS,Frenchie Foxys
500040149,FPZ,Flying Panzers
500032830,FRA-C,Français Régiment Armée - Char
500136748,FRDOG,FRDOG
500026040,FRW0T,Français de world of tanks
500047829,G-H-Q,the death croques
500069402,GENIE,We are Genies in Tanks ... Watch out ...!!
500170067,GIBF,Groupe d'Intervention Blindé Français
500030459,GIFF,groupe intervention force française
500157469,GRIFF,GRIFFONS
500065862,HYENE,Les Chars Rognards
500164254,IDORI,IDORI
500037465,I_G_O,Insurgency-Offensive-Fr
500065083,L-C-T,Les Chevaliers Tankistes
500159588,L-GT,Les GROSTUBES
500188905,L-S-V,Les Sans Visages
500017729,LADBF,La Division Blindée Française
500232037,LBDP,Le Bataillon du Phoenix
500051306,LBE,Légion Blindée d'Elite
500218547,LCDF1,Le cercle de feu
500065825,LCTM,les choco tanks milka
500148982,LDDLM,LES DIVISION DE LA MORT
500189527,LEGS_,... Les égarés ...
500055682,LERN,L'excellence Région Nord
500147410,LFDLC,Les Freres De La Cote
500066723,LFFL,La Force Française Libre
500019139,LIB,LIBERTA
500153782,LRDV,La Rage De Vaincre
500198867,LRTA,Les-Rapaces-Taga
500155592,LSDA1,LES SURVIVANTS DE L'ANKOU
500075921,LTD-M,La taverne des mercenaire
500136626,LTI,Les Tankistes Inconnus
500190009,LTIE,les tigres enragés
500025561,M-O-F,metal on fire
500028812,MFD,Motorised French Division
500074015,MIGAM,mister gamer
500204632,M_AT,Masters de l'Army Terror
500148919,N0RG,No Regrets
500052662,NBFR,NAPOLÉON BONAPARTE
500159979,NERZH,breizh atao
500012392,P-A,Phoenix Angels
500027810,PGDLP,les 20 gardien de la paix
500062001,RASW,Rush And Stealth
500072798,RNG__,LES RENEGATS
500162943,S-2F,Smile For Fun
500038630,SD-FR,Les Supers Dupont
500144501,SP-FR,SPARTACUS
500179118,STLTK,STEEL TRACKER
500075181,SWIP3,La Releve
500055227,S_Q_D,_SuicideSquad_
500075914,TFDFR,The French Devil's
500067665,TKP,Tankiste Prédator
500069219,TOXYC,TOXYC CAT
500166399,TR9,{ TEAM ROCKET }
500185838,TUBAE,TheTankTrumpet
500070120,TUSK,Les MORSES
500197528,TXAFN,T10 Are For Noobs
500161162,UFFS,Unicum French Furious Snipers
500055209,UT-FR,Ultimate Team Française
500031667,VAE-V,Vae Victis
500058806,VTSC,Véhicules Tractés Sur Chenilles
500064475,VV-FR,Vae Victis FR
500135102,WFOX,Les WarFox
500045720,WSFR,WarriorsSheeps {FR}
500050063,YAUTE,La Yaute
500022008,_FC_,Freres de combat
500136693,_KENS,Les re-survivants de l'Enfer
500055817,_LTV_,Les Tankistes Vosgiens
500160664,_LVGF,La Vieille Garde Française
500067848,_TDT_,The Dark Triad
500040041,1DBFR,1er division de véhicule blindé française
500275972,501DB,501é Division de Blindé
500184980,APRAW,AP-RAW
500148798,BS-FR,-| Baguette Squad |- [FR]
500211252,DR4CO,Dragons Rageux 4ème Compagnie
500309715,GAAAZ,JOE BAR
500256083,OGX,★ On The Galaxy ★
500282197,PAC-A,Provence Alpes Cote d'Armure
500263835,ROANS,ROAXONS
500210226,SHTFR,SHOOTS
500000379,-DPX-,La Division Phoenix
500016487,-FBW-,Franco/Belge-WOT
500029821,-FRD-,La Division Française
500196157,-IJN-,SAKURA EMPIRE
500173392,-L-BH,La bonne humeur
500190693,-LML-,La Manche Libre
500061337,-LTG-,La Tribu des Gaulois
500066080,-WOB,World Of Beuveries
500017800,02DTC,Dans Ta Chenille
500019578,10RD,10 ème Régiment de Dragons
500072333,13DB,13eme division blinde
500071201,1DCG,1ère Division Des Chiens de Guerres
500216883,1RCAF,1er Régiment des Combattants d'Assaut Fançais
500161748,1RFB,1er Régiment français de baguette tradition
500046165,1_RDB,1° Régiment des Dragons Blindés
500058498,2DBF,2éme division blindé francaise
500193101,2EDBL,la 2e division blinder de leclerc
500072871,301UE,301ème Unité d' Elite
500180728,54RBF,54ème Régiment de Blindés Français
500134986,59-87,les traqueurs
500002957,7CIE,7 COMPAGNIE Fr
500180435,ASTRX,ASTERIX
500184550,ATRE,Les Atréides
500010560,B-D-P,La Bande De Potes
500027487,B-UP,BLOWN-UP
500029145,BC-L,Lycée BC Liberté
500004992,BCIE,BadCompany
500044476,BG_DT,Les brigades du tigre
500056099,BIMA,Bellator In Machina
500163843,BISOU,Bisou
500153616,BKFR,BlitzKriegFR
500049508,BRY,le Berry
500002125,BTK,Born To Kill
500188130,B_O_V,Birth Of Victory
500189367,C-DAM,Chez-Dami
500161544,C58_,C58_
500183660,CCI-F,Les Compagnons Cuirassiers Immortels
500158538,CESAR,La IXème Légion
500034579,CFCC,Compagnie Francophone De Chars De Combat
500186264,CPAFO,compagnie paramilitaire fortuite
500185420,CRDLT,CORDIALEMENT
500026752,CVR,Clan des vieux raleurs
500186032,DBFRL,Division Blindée Française Libre
500028710,DDAY2,D-Day Company 2
500051102,DI2,Dirty 12
500056544,DI4AS,"Division des quatre As, As de trèfle"
500068823,DSWL,DARK SHADOW LEGION
500064520,DVT,Divergent
500009703,D_DAY,D-Day Company
500070651,D_I_L,"La Division Infernale "" LASALLE "" ( Clan LVGF )"
500024758,D_L_,DARK__LEGION
500013424,EL_ON,Elsass_niniouff68
500164577,EXC4L,Les Chevaliers de Kaamelott
500180661,E_V,Elite Valkyrie Esport
500036701,F-RIP,Repose en Paix
500156576,FBU,Federation des Blindés Unis
500053447,FC76,Fight_Club
500007703,FFL,Forces Françaises Libres
500056189,FKISS,Escadron French Kiss
500033973,FR19,Brothers in Wars
500006562,FRROG,Frenchie Raiders Rolling Over ground
500186195,FRS54,Les Solitaires
500010215,HFR,HFR
500028552,IN-VI,--INVICTUS--
500055251,INDE,Les Indépendants
500190730,I___I,[I___I]
500010472,KDX,KDX
500028440,KLOTT,Les résistants de Kaamelott
500194382,KOYOT,Les Coyotes
500143792,L-0-W,Legion of the Wolves
500150629,L-FR,Les Fraternels
500135685,L-PFR,LES PAPIS FLINGUEURS
500006968,L1DCF,La 1° Division Des Chars Francophones.
500187828,LAEG,L'Armée Éclatante Galvanisée
500193283,LBA-1,Le Bataillon Ailé
500064041,LBRFR,LES_BARBARES
500066324,LCD-A,Les Copains d' Abord
500160590,LCDLL,Les Combattants de la liberté
500179430,LCHP,Les Helvetes Poilus
500055922,LCKC,Les canons cassés
500018278,LCTF,Les Cobras Team French
500030741,LDHP,"légion des damnés, honneur et patrie"
500031033,LE-FR,La Légion de l'Extrême France !
500158796,LE-MA,Légion MAGMA
500066062,LEDP,Les éléphants de porcelaine
500177052,LFDL,Les Fer De Lance Fr
500054962,LFDTS,Les Fossoyeurs De Tanks
500152774,LLDS,La Légion Des Survivants
500196367,LSBKS,Les_Brankignoles
500191129,LTDLG,les tankiste de la galaxie
500173695,LTFX,les toufailloux
500076453,LTTFS,Les.TonTons.Flingueurs
500160222,LVGB,Les Vieilles Gueules de Bois
500013131,L_M_F,Les Maraudeurs francais
500160584,L_R_T,Les Requins Tankistes
500034487,L_S_F,Les Survivants Français
500192963,L_TF,Les TankistesFrancais
500165022,NAABS,"Nul ?, Oui, mais nous on assume."
500177595,NEXT-,-NEXT-
500158570,NHOE,sauron
500075458,NMDS,~NoMaDs~
500165500,NOML,No Man's Land
500006074,NVS,NOVA SNAIL
500159547,OBFB,Old Boys
500192917,OPNEW,Old Players New Times
500067593,PAPY,les-papy's
500138220,PIGG,strOnk krOnk
500209232,PTBC,Prepa To Bad Company
500136964,ROGNE,La charogne française
500144117,RTXFB,Régiment Tankiste eXpert Franco-Belge
500149065,SCHT,Les Schtroumpfs
500154978,SHIC,Sharing is Caring
500065864,SK-FR,SkullZfrance School
500070081,SKALP,SKALP
500174387,SOHR,SONS OF HELL REBORN
500067389,SPFR,SEMPER FI FR
500015403,SWFT,Silent Wolf French Team
500029811,T-K-O,TanKistadOrs
500189351,TLT_,Tuez Les Tous
500050771,TR0D,Team Ressurection Of Destroyers
500074102,ULUS,ULUS
500027008,URM0M,urmomlovme.
500160132,VALKI,Valkyrias
500177015,VULSF,VulsFire
500163519,WOOFT,World of Time
500199809,WORD1,L WORLDS
500158383,_CDC_,Les Canons des Corsaires
500163146,_FAF_,Frères d'arme FR
500047240,_L-F_,L'équipe francophone
500193895,_LDD_,La Division Damoclès
500137697,_NRV_,NRV
500189580,_OOVM,Objectif on va vous mickey
500195594,_PTS2,PATRIOTES²
500135236,-BDF-,Battaboom Defense Forces 161 Squad
500180349,-BZH,La Meute De Loup [-BZH]
500024514,-CRC-,Les Charognards Couillus
500068065,-E-C-,EASY COMPANY - 101e aéroportée
500018851,-FK,French Kiss
500151327,-FMJ-,France Muti Joueurs
500069287,-LDT-,L'armée Des Tanks
500178397,-LTW-,LIVE TO WIN
500019693,-LVS-,Les Vrais Méchants
500198662,-MPP,MEME PAS PEUR
500046824,-PFS,Penetration For Sure
500008920,-RAC-,/!\ French Black Wolves /!\
500149021,-RFB-,Régiment Francophone Blindés
500044881,-WX-,the hopes
500212318,0NLY4,Tier IV ONLY
500146637,1-ECC,1er Escadron de Chasseurs de Chars
500214812,101-E,La 101ᵉ Airborne
500141409,11RCH,11 Régiment de chasseur
500053852,12SAL,Les 12 Salopards
500158597,13RCB,13e Régiment de Cavalerie Blindée
500154928,1DOGE,World Of Doge Memes
500011142,1LCC,Les Cinglés de la Chenille
500012411,2277,Division des Chars Francais
500064278,25ECC,25° Escadron de Char de Combat
500180850,2BR,2ème brigade blindée
500159507,4DCC,4ème Division de Cuirassée Connétable
500197801,501-L,501-Legion
500137423,50314,503rcc
500164887,5AMX,5e Division AMX
500020554,5RD,5eme régiment des dragons
500053928,6-PDW,6. Panzerdivision walhalla
500181398,756,FRANCE60
500059025,7CTC,La 7éme compagnie du train au combat
500191773,7EC59,La 7eme Compagnie 59
500188818,7PX,My don't camp and Frensh playeur
500052912,9RCA,9e Régiment de chasseurs d'afrique
500208151,A-Y-D,Arty yolo division
500163755,AC_DC,Malcolm is not dead
500008990,AKFIG,Les Acariatres de la French Imperial Guard
500174032,ALSIA,Alesia-anime
500019787,AMXDB,FORMATION des AMXFR Division Blindée
500164287,APCRS,LES OBUS PERFORANTS
500185510,ARTI-,ARTI SQUAD
500066349,ATHIA,ALETHEIA
500192638,A_ACE,Association Ace United
500006190,BAC,Binouz'Ours Anti-Chars
500148189,BAM,B.A.M
500164302,BB_B,Burn Baby Burn
500212877,BEHUN,.BeHun.
500160964,BHIND,Benny Hill Is Not Dead !
500146487,BIGOR,Brigade Bigor
500177114,BOGSE,Belgo-suisse
500187075,BR4NK,Les Branquignoles
500197247,BROTH,Brother
500056446,BZ-FS,Breizh Fighting Spirit
500135654,BZH-E,Breizh Empire
500039593,BZH22,_BZH 22_Celtic Armor Clan
500184954,B_0_B,Band_0f_Brothers
500183716,B_6,Taillefer
500177737,CABO,Canes Borealis
500191794,CAN-E,Canard Esport
500209699,CCM4F,ChaosCorp
500183345,CDCI,Cuirassiers de chocs impérial
500057138,CFP,clan french power
500066358,CHAFE,Les Amis du Chaffee
500013777,CHAR,Caratériel Hargneux Amical Raleur
500044694,CHTI,1er DB CH'TIMI 59/62
500178545,CIMEN,LaCimentière
500202316,CMOIS,World of Michel
500158573,CPIR,Compagnie Pithivier
500190281,CR-M,CrewMaggle
500192576,CROQU,Team Croquette
500015416,CROWS,A Murder of Crows
500070707,D-BZ,Division du Big Zoo
500172703,DATA,DATABASE
500221000,DATAC,Danish Tank Commanders
500176095,DAYZ,Résistance
500068567,DBALF,Division Blindée et Artillerie Lourde de France
500202205,DF-B,Die Deutsch-Französische-Brigade
500030085,DF-FR,Delta Force Francaise
500186075,DFDT,Direction Française Des Tanks
500200611,DKGHT,Darknight
500063556,DS-C,Dumb Steeled Cheeses
500159295,DVNG,Division Ghost-FR
500146615,E45T,The Eastern Regiment V4V front
500054917,EFOR,EuroForce
500192659,EFRP,96ème Escadron Français de Percé
500030098,EFTAC,Ecole de Formation aux Techniques Anti-Chars
500184264,EGSF,Empire General Staff Force
500046420,EN3R,ROTATIONS D'ENER
500156090,EXIL3,EXIL3 - French Baguettes
500064981,F-B-A,Francais Bonne Ambiance
500049502,F-W-S,French White Skulls
500006824,FAFE,Forces Armées FrancophonEs
500034139,FAMAS,les FAMeux ASsocié
500174070,FBCA,Force Blindée Champ-Ardennaise
500137446,FD-EA,French Division of the Electric Angels
500029549,FDMT,French Deglingos Master Team
500158884,FENEC,FENNEC FOX-TEAM
500219866,FEUJ,MouquetteGang
500211275,FFTIR,tireur de france
500047252,FFWOT,Fédération Française de World Of Tanks
500180828,FORGE,FORGE
500013971,FR-O-,FRos
500199579,FRCA,French Army Clan
500064885,FRENF,French Division
500170163,FRLTC,La team covenanter
500000359,FROG,FrogSwarm
500046630,FTF,Fear The French
500136093,GADFR,les Gwen ar Du
500135937,GROIN,raloufland
500138663,GUP17,Girls_und_Panzer_2017
500006475,ICE,ICE
500222504,IMPR,IMPERATORS OF TANKS
500011718,IRWT,In rush we thrust
500182688,JUGE,FR - RUS - ENG
500214535,K4OS,K4OS
500195657,KBZ,Les kebtzer
500178352,KIEV,Kiev Ukraine
500063494,KMKFR,Kamikaze France
500188191,KOMA-,KOMA
500198801,L-CDM,La Cour Des Miracles
500216516,L-FT,Les Francophones Tankistes
500193010,L-MGC,Lins-Multy-Games-community
500191786,L-SPK,Les Spartakistes
500151883,L7CIE,La 7éme Compagnie
500181700,LADA,Profi Wot osok
500049079,LADLL,Les Aigles de la liberté
500176805,LATKS,les amis tankiste
500206806,LBDDF,La Bande Des Déjantés Foldingues
500024750,LBU,La Légion Blindée Unifiée
500220793,LBV,Les Baguettes Volantes
500028637,LCDF,Les Camarades De Front
500014075,LCG,Les cochons de guerre
500159286,LCJF,le clan des joueurs français
500187254,LDIDM,LES LIONS DES ILES DES MASCAREINGES
500207788,LDSTS,Les deserteurs
500197202,LESBA,Les Bruleurs d'Acier
500156049,LG-FR,Légion Française
500189773,LPZC,Les Panzer Confinés
500211992,LRBL,Le rebelle
500174679,LSDL6,les scorpion de la victoire 6
500067765,LTDFR,Les Tourélos Déjantés
500190005,LTDV,la tribu des vieux
500073483,LVTFR,Les vétérans Tankistes
500214285,M-ES,Millenium Clan
500179922,MAC,PAR SAINT MICHEL
500180455,MMIBX,MMI BORDEAUX
500216396,N7SR2,Normandy SR2
500145554,NDBFR,Noir de Bigorre
500138588,NEED-,Need a Target
500044732,NEMS,Ilyapasdesushi
500008210,NGC,ngc404
500031156,NOOT,NoobTroop
500216800,NTL,Les Tankiste Nuls
500163962,N_E,Neverending
500195384,OMEGA,To the Last Man
500064210,OP-N,Opreration's noobs
500215552,OTARI,ESCOUADE OTARIE
500164862,P-A-X,Ad Augusta Per Angusta
500194333,P-CF,Puissance des Cookie Français
500067310,PAPI5,Hospice
500056273,PESOS,PESOS
500209208,PNEU,Les Pneus
500181137,PZ77,Coupvray
500182000,PZFRA,La Marche
500151918,R-D-V,The red devils.
500008190,RAID,French familly
500154688,RB-FM,Régiment blindé de fusiliers-marins
500136411,RCFFR,Royal Cookie Force Française
500211519,RIC,RAGE IN COMING
500199611,RTBM,Les Prépaïstes
500071733,R_S_L,Radley Walters
500063075,S6S,Sixième-Sens
500174970,SAGE,le loup sage
500193068,SSBLU,SongSungBlue
500062428,SWOW,shadows whisper of war
500020397,T1ME_,Time is running
500203721,T26E4,Les Supers Pershing
500168125,TACOS,PIÑATA
500181610,TAKFR,Tankistes Français
500034771,THORS,Justice_FR
500198834,TNTFR,Tanks Français
500161288,TREAD,Just TREAD !!!
500198187,TR_IT,_TRITON_
500061344,TSGA,The Second Ghost Army
500278071,V4V,Vonu4iyVeter
500136004,VC_FR,Vieilles Canailles
500187797,VDLV,Vieux de la Vieille
500178021,VKG97,VIKING974
500218950,WOLV,WolVeio
500200345,WRC_,Team WRC
500190948,WSQ,WOLOLO SQUAD
500031601,WTYD_,WELCOME TO YOUR DEATH
500026772,WW3,World War 3 Tankers
500209733,YIYA,Yin et Yang
500193747,Z0B,Les Décapsuleurs Enragés
500193377,ZOB-,Cochonou
500181084,_SGS_,Steel_Games_Studio
